condition,task_id,rep,phase,n,profile,model,model_configured,toolsets,goose_exit,timed_out,budget_killed,started,duration_s,agent_active_s,stop_cause,proxy_n_inference_calls,proxy_n_tool_calls,proxy_input_tokens,proxy_output_tokens,proxy_cache_read_input_tokens,proxy_cache_creation_input_tokens,proxy_tool_result_tokens,aux_calls,aux_tokens,unparsed_calls,prefix_tokens,prefix_n_tools,prefix_note,first_call_cc,subsequent_cc,cell,payload_exact,http_errors,completed,cost_usd,tool_results_recorded,payload_loss,payload_complete,payload_note,answer_f1,answer_precision,answer_recall,answer_coverage,graded_items,correct_items,missing_keys,unparsed_values,tool_errors,tool_error_tools,answer_grounded,grounded_facts,needs_review,grade_notes,pass_through_tokens,pass_through_fraction,pass_through_tokens_ex_discovery,pass_through_fraction_ex_discovery,forced_serial_depth,discovery_depth
M-R1,M2@1,3,2,1,lean,claude-haiku-4-5-20251001,claude-haiku-4-5-20251001,,0,False,False,1788382631.056493,10.7,3.5,,4,5,4043,642,0,13829,3536,0,0,0,3825,9,,5532,8297,M-R1-lean,True,0,True,0.02453925,5,0,True,,0.8333,0.8333,0.8333,,6,5,0,0,0,,True,3,False,"failed checks: verdict:Kai Gallego | metric is correctness, not F1 over a set",3354,0.9484,3354,0.9484,2,1
M-R1,M3@20,1,2,20,lean,claude-haiku-4-5-20251001,claude-haiku-4-5-20251001,,0,False,False,1788382708.807452,50.7,32.6,,6,60,4209,5527,0,62050,20595,0,0,0,3903,9,,5416,56634,M-R1-lean,True,0,True,0.1094065,60,0,True,,0.8182,0.6923,1.0,1.0,20,9,0,0,0,,True,20,False,,17930,0.8706,17930,0.8706,2,1
M-R1,M3@20,2,2,20,lean,claude-haiku-4-5-20251001,claude-haiku-4-5-20251001,,0,False,False,1788382759.521164,85.8,67.7,,34,61,4349,6609,0,923694,24300,0,0,0,3903,9,,12674,911020,M-R1-lean,True,0,True,1.1920115,61,0,True,,1.0,1.0,1.0,1.0,20,9,0,0,0,,True,20,False,,21386,0.8801,21386,0.8801,2,1
M-R1,M3@20,3,2,20,lean,claude-haiku-4-5-20251001,claude-haiku-4-5-20251001,,0,False,False,1788382845.331595,30.7,19.7,,6,60,4209,5596,0,62071,20602,0,0,0,3903,9,,5416,56655,M-R1-lean,True,0,True,0.10977775000000001,60,0,True,,1.0,1.0,1.0,1.0,20,9,0,0,0,,True,20,False,,17936,0.8706,17936,0.8706,2,1
M-R1,M3@5,1,2,5,lean,claude-haiku-4-5-20251001,claude-haiku-4-5-20251001,,0,False,False,1788382641.7341042,20.7,9.4,,6,25,4059,2030,0,65479,17537,0,0,0,3828,9,,9503,55976,M-R1-lean,True,0,True,0.09605775,25,0,True,,1.0,1.0,1.0,1.0,5,2,0,0,0,,True,5,False,,16520,0.942,16520,0.942,2,1
M-R1,M3@5,2,2,5,lean,claude-haiku-4-5-20251001,claude-haiku-4-5-20251001,,0,False,False,1788382662.44691,25.7,13.8,,6,25,4059,2035,0,65485,17532,0,0,0,3828,9,,9501,55984,M-R1-lean,True,0,True,0.09609025,25,0,True,,1.0,1.0,1.0,1.0,5,2,0,0,0,,True,5,False,,16515,0.942,16515,0.942,2,1
M-R1,M3@5,3,2,5,lean,claude-haiku-4-5-20251001,claude-haiku-4-5-20251001,,0,False,False,1788382688.124811,20.7,9.7,,6,25,4059,2036,0,65483,17537,0,0,0,3828,9,,9498,55985,M-R1-lean,True,0,True,0.09609275,25,0,True,,1.0,1.0,1.0,1.0,5,2,0,0,0,,True,5,False,,16520,0.942,16520,0.942,2,1
M-R1,M3@50,1,2,50,lean,claude-haiku-4-5-20251001,claude-haiku-4-5-20251001,,0,False,False,1788382876.020143,45.7,13.2,,6,4,4509,6868,0,83926,35719,0,0,0,4053,9,,7423,76503,M-R1-lean,True,0,True,0.1437565,4,0,True,,0.9787,0.9583,1.0,1.0,50,23,0,0,0,,True,50,False,,29018,0.8124,29018,0.8124,2,1
M-R1,M3@50,2,2,50,lean,claude-haiku-4-5-20251001,claude-haiku-4-5-20251001,,0,False,False,1788382921.692467,55.6,19.7,,6,4,4509,5460,0,415880,139506,0,0,0,4053,9,,51369,364511,M-R1-lean,True,0,True,0.551659,4,0,True,,0.9787,0.9583,1.0,1.0,50,23,0,0,0,,True,50,False,,130606,0.9362,130606,0.9362,2,1
M-R1,M3@50,3,2,50,lean,claude-haiku-4-5-20251001,claude-haiku-4-5-20251001,,0,False,False,1788382977.311615,60.7,26.8,,7,5,4514,5706,0,560938,139590,0,0,0,4053,9,,51369,509569,M-R1-lean,True,0,True,0.7342164999999999,5,0,True,,0.6667,0.64,0.6957,1.0,50,16,0,0,0,,True,50,False,,131564,0.9425,131564,0.9425,2,1
M-R1,M4@20,1,2,20,lean,claude-haiku-4-5-20251001,claude-haiku-4-5-20251001,,0,False,False,1788383037.986689,15.7,8.8,,4,20,3973,1118,0,50974,19645,0,0,0,3790,9,,22746,28228,M-R1-lean,True,0,True,0.0732805,20,0,True,,1.0,1.0,1.0,,1,1,0,0,0,,True,1,False,,19060,0.9702,19060,0.9702,2,1
M-R1,M4@20,2,2,20,lean,claude-haiku-4-5-20251001,claude-haiku-4-5-20251001,,0,False,False,1788383053.689031,15.7,8.8,,4,20,3973,1122,0,50984,19655,0,0,0,3790,9,,22746,28238,M-R1-lean,True,0,True,0.07331299999999999,20,0,True,,1.0,1.0,1.0,,1,1,0,0,0,,True,1,False,,19069,0.9702,19069,0.9702,2,1
M-R1,M4@20,3,2,20,lean,claude-haiku-4-5-20251001,claude-haiku-4-5-20251001,,0,False,False,1788383069.376383,10.7,5.7,,4,20,3973,1147,0,50974,19645,0,0,0,3790,9,,22746,28228,M-R1-lean,True,0,True,0.07342549999999999,20,0,True,,1.0,1.0,1.0,,1,1,0,0,0,,True,1,False,,19052,0.9698,19052,0.9698,2,1
M-R1,M4@50,1,2,50,lean,claude-haiku-4-5-20251001,claude-haiku-4-5-20251001,,0,False,False,1788383080.0482318,25.6,17.9,,4,46,3973,2421,0,114084,48244,0,0,0,3790,9,,50574,63510,M-R1-lean,True,0,True,0.15868300000000002,46,0,True,,0.6667,0.6667,0.6667,,3,2,1,0,0,,True,3,False,,46575,0.9654,46575,0.9654,2,1
M-R1,M4@50,2,2,50,lean,claude-haiku-4-5-20251001,claude-haiku-4-5-20251001,,0,False,False,1788383105.666673,25.7,17.9,,4,46,3973,2431,0,114080,48240,0,0,0,3790,9,,50574,63506,M-R1-lean,True,0,True,0.158728,46,0,True,,0.6667,0.6667,0.6667,,3,2,1,0,0,,True,3,False,,46648,0.967,46648,0.967,2,1
M-R1,M4@50,3,2,50,lean,claude-haiku-4-5-20251001,claude-haiku-4-5-20251001,,0,False,False,1788383131.347373,20.9,10.4,,4,46,3973,2509,0,114078,48238,0,0,0,3790,9,,50574,63504,M-R1-lean,True,0,True,0.1591155,46,0,True,,0.3333,0.3333,0.3333,,3,1,2,0,0,,True,3,False,,46574,0.9655,46574,0.9655,2,1
M-R2,M1@1,1,2,1,fat,claude-haiku-4-5-20251001,claude-haiku-4-5-20251001,,0,False,False,1788377829.220295,5.6,2.4,,4,2,6825,251,0,0,1043,0,0,0,1609,3,,0,0,M-R2-fat,True,0,True,0.00808,2,0,True,,1.0,1.0,1.0,1.0,2,2,0,0,0,,True,3,False,,986,0.9457,806,0.7728,1,2
M-R2,M1@1,2,2,1,fat,claude-haiku-4-5-20251001,claude-haiku-4-5-20251001,,0,False,False,1788377834.838092,5.6,2.4,,4,2,6823,249,0,0,1043,0,0,0,1609,3,,0,0,M-R2-fat,True,0,True,0.008068,2,0,True,,1.0,1.0,1.0,1.0,2,2,0,0,0,,True,3,False,,986,0.9457,806,0.7728,1,2
M-R2,M1@1,3,2,1,fat,claude-haiku-4-5-20251001,claude-haiku-4-5-20251001,,0,False,False,1788377840.439447,5.6,2.7,,4,2,6822,249,0,0,1042,0,0,0,1609,3,,0,0,M-R2-fat,True,0,True,0.008067,2,0,True,,1.0,1.0,1.0,1.0,2,2,0,0,0,,True,3,False,,985,0.9457,805,0.7728,1,2
M-R2,M1@20,1,2,20,fat,claude-haiku-4-5-20251001,claude-haiku-4-5-20251001,,0,False,False,1788377877.907666,15.6,4.0,,5,3,5903,927,0,21053,16012,0,0,0,1688,3,,21053,0,M-R2-fat,True,0,True,0.03685425,3,0,True,,1.0,1.0,1.0,1.0,40,40,0,0,0,,True,59,False,,14809,0.9249,14624,0.9133,1,2
M-R2,M1@20,2,2,20,fat,claude-haiku-4-5-20251001,claude-haiku-4-5-20251001,,0,False,False,1788377893.521193,15.6,7.0,,6,4,5908,1032,0,32375,19659,0,0,0,1688,3,,6715,25660,M-R2-fat,True,0,True,0.05153675,4,0,True,,1.0,1.0,1.0,1.0,40,40,0,0,0,,True,59,False,,18365,0.9342,15725,0.7999,1,3
M-R2,M1@20,3,2,20,fat,claude-haiku-4-5-20251001,claude-haiku-4-5-20251001,,0,False,False,1788377909.142953,15.7,3.4,,5,3,5903,923,0,21053,16012,0,0,0,1688,3,,21053,0,M-R2-fat,True,0,True,0.03683425,3,0,True,,1.0,1.0,1.0,1.0,40,40,0,0,0,,True,59,False,,14809,0.9249,14624,0.9133,1,2
M-R2,M1@5,1,2,5,fat,claude-haiku-4-5-20251001,claude-haiku-4-5-20251001,,0,False,False,1788377846.0460758,10.6,3.6,,5,3,5655,426,0,6938,4204,0,0,0,1626,3,,6938,0,M-R2-fat,True,0,True,0.0164575,3,0,True,,1.0,1.0,1.0,1.0,10,10,0,0,0,,True,15,False,,3911,0.9303,3724,0.8859,1,2
M-R2,M1@5,2,2,5,fat,claude-haiku-4-5-20251001,claude-haiku-4-5-20251001,,0,False,False,1788377856.6682189,10.7,3.4,,5,3,5653,425,0,6936,4204,0,0,0,1626,3,,6936,0,M-R2-fat,True,0,True,0.016448,3,0,True,,1.0,1.0,1.0,1.0,10,10,0,0,0,,True,15,False,,3911,0.9303,3724,0.8859,1,2
M-R2,M1@5,3,2,5,fat,claude-haiku-4-5-20251001,claude-haiku-4-5-20251001,,0,False,False,1788377867.347038,10.6,3.5,,5,3,5655,426,0,6938,4204,0,0,0,1626,3,,6938,0,M-R2-fat,True,0,True,0.0164575,3,0,True,,1.0,1.0,1.0,1.0,10,10,0,0,0,,True,15,False,,3911,0.9303,3724,0.8859,1,2
M-R2,M1@50,1,2,50,fat,claude-haiku-4-5-20251001,claude-haiku-4-5-20251001,,0,False,False,1788377924.8187242,20.6,4.5,,5,3,6403,2183,0,49451,39787,0,0,0,1813,3,,49451,0,M-R2-fat,True,0,True,0.07913175,3,0,True,,1.0,1.0,1.0,1.0,100,100,0,0,0,,True,144,False,,36775,0.9243,36588,0.9196,1,2
M-R2,M1@50,2,2,50,fat,claude-haiku-4-5-20251001,claude-haiku-4-5-20251001,,0,False,False,1788377945.442403,20.7,6.2,,5,3,6403,1822,0,49451,39787,0,0,0,1813,3,,49451,0,M-R2-fat,True,0,True,0.07732675,3,0,True,,1.0,1.0,1.0,1.0,100,100,0,0,0,,True,144,False,,36775,0.9243,36588,0.9196,1,2
M-R2,M1@50,3,2,50,fat,claude-haiku-4-5-20251001,claude-haiku-4-5-20251001,,0,False,False,1788377966.122318,20.7,4.7,,5,3,6417,1778,0,49453,39783,0,0,0,1813,3,,49453,0,M-R2-fat,True,0,True,0.07712325,3,0,True,,1.0,1.0,1.0,1.0,100,100,0,0,0,,True,144,False,,36771,0.9243,36584,0.9196,1,2
M-R2,M2@1,1,2,1,fat,claude-haiku-4-5-20251001,claude-haiku-4-5-20251001,,0,False,False,1788377986.8061929,10.6,4.0,,4,5,1839,737,0,25845,10938,0,0,0,1621,3,,11497,14348,M-R2-fat,True,0,True,0.03783025,5,0,True,,0.8333,0.8333,0.8333,,6,5,0,0,0,,True,3,False,"failed checks: verdict:Kai Gallego | metric is correctness, not F1 over a set",10730,0.981,10730,0.981,2,1
M-R2,M2@1,2,2,1,fat,claude-haiku-4-5-20251001,claude-haiku-4-5-20251001,,0,False,False,1788377997.3794508,10.7,4.2,,4,5,1839,736,0,25837,10937,0,0,0,1621,3,,11493,14344,M-R2-fat,True,0,True,0.037815249999999995,5,0,True,,0.8333,0.8333,0.8333,,6,5,0,0,0,,True,3,False,"failed checks: verdict:Kai Gallego | metric is correctness, not F1 over a set",10738,0.9818,10738,0.9818,2,1
M-R2,M2@1,3,2,1,fat,claude-haiku-4-5-20251001,claude-haiku-4-5-20251001,,0,False,False,1788378008.058723,10.7,4.5,,5,6,8534,775,0,6641,3850,0,0,0,1621,3,,6641,0,M-R2-fat,True,0,True,0.02071025,6,0,True,,0.8333,0.8333,0.8333,,6,5,0,0,0,,True,3,False,"failed checks: verdict:Kai Gallego | metric is correctness, not F1 over a set",3694,0.9596,3678,0.9554,2,1
M-R2,M3@20,1,2,20,fat,claude-haiku-4-5-20251001,claude-haiku-4-5-20251001,,0,False,False,1788378081.1128151,35.7,17.7,,13,13,10876,3502,0,267690,67078,0,0,0,1699,3,,8129,259561,M-R2-fat,True,0,True,0.3629985,13,0,True,,0.9474,0.9,1.0,1.0,20,9,0,0,0,,True,20,False,,62604,0.9333,57687,0.86,1,3
M-R2,M3@20,2,2,20,fat,claude-haiku-4-5-20251001,claude-haiku-4-5-20251001,,0,False,False,1788378116.805943,45.7,24.0,,11,9,2030,4090,0,439892,68297,0,0,0,1699,3,,20740,419152,M-R2-fat,True,0,True,0.5723450000000001,9,0,True,,1.0,1.0,1.0,1.0,20,9,0,0,0,,True,20,False,,63523,0.9301,61939,0.9069,1,3
M-R2,M3@20,3,2,20,fat,claude-haiku-4-5-20251001,claude-haiku-4-5-20251001,,0,False,False,1788378162.49354,40.7,21.1,,11,9,2030,4324,0,451439,76213,0,0,0,1699,3,,20740,430699,M-R2-fat,True,0,True,0.5879487499999999,9,0,True,,1.0,1.0,1.0,1.0,20,9,0,0,0,,True,20,False,,71701,0.9408,70116,0.92,1,3
M-R2,M3@5,1,2,5,fat,claude-haiku-4-5-20251001,claude-haiku-4-5-20251001,,0,False,False,1788378018.7277231,25.6,15.0,,7,18,1860,2090,0,67694,18316,0,0,0,1624,3,,6563,61131,M-R2-fat,True,0,True,0.0969275,18,0,True,,1.0,1.0,1.0,1.0,5,2,0,0,0,,True,5,False,,17279,0.9434,17162,0.937,2,2
M-R2,M3@5,2,2,5,fat,claude-haiku-4-5-20251001,claude-haiku-4-5-20251001,,0,False,False,1788378044.392249,15.7,8.4,,7,5,1860,1352,0,63080,17188,0,0,0,1624,3,,6562,56518,M-R2-fat,True,0,True,0.08747,5,0,True,,1.0,1.0,1.0,1.0,5,2,0,0,0,,True,5,False,,15811,0.9199,15698,0.9133,1,2
M-R2,M3@5,3,2,5,fat,claude-haiku-4-5-20251001,claude-haiku-4-5-20251001,,0,False,False,1788378060.0630558,21.0,9.4,,7,5,1860,1416,0,63101,17188,0,0,0,1624,3,,6562,56539,M-R2-fat,True,0,True,0.08781625,5,0,True,,1.0,1.0,1.0,1.0,5,2,0,0,0,,True,5,False,,15854,0.9224,15739,0.9157,1,2
M-R2,M3@50,1,2,50,fat,claude-haiku-4-5-20251001,claude-haiku-4-5-20251001,,0,False,False,1788378203.249163,45.7,18.9,,11,9,2330,6101,0,845922,155611,0,0,0,1849,3,,48609,797313,M-R2-fat,True,0,True,1.0902375,9,0,True,,0.9388,0.8846,1.0,1.0,50,23,0,0,0,,True,50,False,,146663,0.9425,145092,0.9324,1,3
M-R2,M3@50,2,2,50,fat,claude-haiku-4-5-20251001,claude-haiku-4-5-20251001,,0,False,False,1788378248.984875,65.7,28.6,,10,8,2325,5849,0,763280,156175,0,0,0,1849,3,,48609,714671,M-R2-fat,True,0,True,0.9856699999999999,8,0,True,,0.9583,0.92,1.0,1.0,50,23,0,0,0,,True,50,False,,147367,0.9436,145821,0.9337,1,3
M-R2,M3@50,3,2,50,fat,claude-haiku-4-5-20251001,claude-haiku-4-5-20251001,,0,False,False,1788378314.717681,61.7,20.3,,11,13,10347,8723,0,515133,146697,0,0,0,1849,3,,11094,504039,M-R2-fat,True,0,True,0.6978782499999999,13,0,True,,0.9545,1.0,0.913,1.0,50,21,0,0,0,,True,50,False,,137616,0.9381,132805,0.9053,1,3
M-R2,M4@20,1,2,20,fat,claude-haiku-4-5-20251001,claude-haiku-4-5-20251001,,0,False,False,1788378376.380959,21.0,14.1,,8,24,1789,2108,0,133592,20105,0,0,0,1586,3,,20572,113020,M-R2-fat,True,0,True,0.179319,24,0,True,,1.0,1.0,1.0,,1,1,0,0,0,,True,1,False,,19771,0.9834,19530,0.9714,1,2
M-R2,M4@20,2,2,20,fat,claude-haiku-4-5-20251001,claude-haiku-4-5-20251001,,0,False,False,1788378397.376174,20.6,13.8,,8,24,1789,2110,0,133595,20113,0,0,0,1586,3,,20572,113023,M-R2-fat,True,0,True,0.17933274999999999,24,0,True,,1.0,1.0,1.0,,1,1,0,0,0,,True,1,False,,19520,0.9705,19284,0.9588,1,2
M-R2,M4@20,3,2,20,fat,claude-haiku-4-5-20251001,claude-haiku-4-5-20251001,,0,False,False,1788378418.0283678,15.6,11.5,,4,20,1769,1590,0,47053,19653,0,0,0,1586,3,,20572,26481,M-R2-fat,True,0,True,0.06853525,20,0,True,,1.0,1.0,1.0,,1,1,0,0,0,,True,1,False,,19058,0.9697,19058,0.9697,1,1
M-R2,M4@50,1,2,50,fat,claude-haiku-4-5-20251001,claude-haiku-4-5-20251001,,0,False,False,1788378433.6690612,61.1,53.5,,31,45,1904,4145,0,1652524,48855,0,0,0,1586,3,,48400,1604124,M-R2-fat,True,0,True,2.088284,45,0,True,,1.0,1.0,1.0,,3,3,0,0,0,,True,3,False,,47199,0.9661,46305,0.9478,1,3
M-R2,M4@50,2,2,50,fat,claude-haiku-4-5-20251001,claude-haiku-4-5-20251001,,0,False,False,1788378494.8272798,45.6,39.8,,35,49,1924,4499,0,1905969,49248,0,0,0,1586,3,,48400,1857569,M-R2-fat,True,0,True,2.40688025,49,0,True,,1.0,1.0,1.0,,3,3,0,0,0,,True,3,False,,47495,0.9644,46598,0.9462,1,3
M-R2,M4@50,3,2,50,fat,claude-haiku-4-5-20251001,claude-haiku-4-5-20251001,,0,False,False,1788378540.482395,46.1,39.4,,28,42,1889,3902,0,1464790,48204,0,0,0,1586,3,,48400,1416390,M-R2-fat,True,0,True,1.8523865,42,0,True,,1.0,1.0,1.0,,3,3,0,0,0,,True,3,False,,46565,0.966,45673,0.9475,1,3
M-R2,M1@1,1,2,1,lean,claude-haiku-4-5-20251001,claude-haiku-4-5-20251001,,0,False,False,1788382501.3990002,5.6,2.8,,4,2,6822,241,0,0,1042,0,0,0,1609,3,,0,0,M-R2-lean,True,0,True,0.008027,2,0,True,,1.0,1.0,1.0,1.0,2,2,0,0,0,,True,3,False,,993,0.9532,813,0.7803,1,2
M-R2,M1@1,2,2,1,lean,claude-haiku-4-5-20251001,claude-haiku-4-5-20251001,,0,False,False,1788382507.008202,5.6,2.7,,4,2,6822,249,0,0,1042,0,0,0,1609,3,,0,0,M-R2-lean,True,0,True,0.008067,2,0,True,,1.0,1.0,1.0,1.0,2,2,0,0,0,,True,3,False,,985,0.9457,805,0.7728,1,2
M-R2,M1@1,3,2,1,lean,claude-haiku-4-5-20251001,claude-haiku-4-5-20251001,,0,False,False,1788382512.6258738,5.6,2.9,,4,2,6822,249,0,0,1042,0,0,0,1609,3,,0,0,M-R2-lean,True,0,True,0.008067,2,0,True,,1.0,1.0,1.0,1.0,2,2,0,0,0,,True,3,False,,985,0.9457,805,0.7728,1,2
M-R2,M1@20,1,2,20,lean,claude-haiku-4-5-20251001,claude-haiku-4-5-20251001,,0,False,False,1788382550.1883168,15.7,7.3,,6,4,5908,997,0,15989,5824,0,0,0,1688,3,,6715,9274,M-R2-lean,True,0,True,0.03087925,4,0,True,,1.0,1.0,1.0,1.0,40,40,0,0,0,,True,59,False,,4727,0.8116,1383,0.2375,1,3
M-R2,M1@20,2,2,20,lean,claude-haiku-4-5-20251001,claude-haiku-4-5-20251001,,0,False,False,1788382565.876792,10.7,3.5,,5,3,5903,923,0,21053,16012,0,0,0,1688,3,,21053,0,M-R2-lean,True,0,True,0.03683425,3,0,True,,1.0,1.0,1.0,1.0,40,40,0,0,0,,True,59,False,,14809,0.9249,14624,0.9133,1,2
M-R2,M1@20,3,2,20,lean,claude-haiku-4-5-20251001,claude-haiku-4-5-20251001,,0,False,False,1788382576.565194,15.7,6.6,,6,4,5908,1003,0,32378,19663,0,0,0,1688,3,,6712,25666,M-R2-lean,True,0,True,0.051395500000000004,4,0,True,,1.0,1.0,1.0,1.0,40,40,0,0,0,,True,59,False,,18369,0.9342,15728,0.7999,1,3
M-R2,M1@5,1,2,5,lean,claude-haiku-4-5-20251001,claude-haiku-4-5-20251001,,0,False,False,1788382518.2534819,10.6,4.2,,5,3,5655,426,0,6939,4205,0,0,0,1626,3,,6939,0,M-R2-lean,True,0,True,0.01645875,3,0,True,,1.0,1.0,1.0,1.0,10,10,0,0,0,,True,15,False,,3912,0.9303,3725,0.8859,1,2
M-R2,M1@5,2,2,5,lean,claude-haiku-4-5-20251001,claude-haiku-4-5-20251001,,0,False,False,1788382528.86686,10.6,3.3,,5,3,5655,426,0,6939,4205,0,0,0,1626,3,,6939,0,M-R2-lean,True,0,True,0.01645875,3,0,True,,1.0,1.0,1.0,1.0,10,10,0,0,0,,True,15,False,,3912,0.9303,3725,0.8859,1,2
M-R2,M1@5,3,2,5,lean,claude-haiku-4-5-20251001,claude-haiku-4-5-20251001,,0,False,False,1788382539.491232,10.7,4.7,,5,3,5655,426,0,6939,4205,0,0,0,1626,3,,6939,0,M-R2-lean,True,0,True,0.01645875,3,0,True,,1.0,1.0,1.0,1.0,10,10,0,0,0,,True,15,False,,3912,0.9303,3725,0.8859,1,2
M-R2,M1@50,1,2,50,lean,claude-haiku-4-5-20251001,claude-haiku-4-5-20251001,,0,False,False,1788382592.285079,25.6,5.7,,5,3,6403,2165,0,49443,39787,0,0,0,1813,3,,49443,0,M-R2-lean,True,0,True,0.07903175,3,0,True,,1.0,1.0,1.0,1.0,100,100,0,0,0,,True,144,False,,36775,0.9243,36588,0.9196,1,2
M-R2,M1@50,2,2,50,lean,claude-haiku-4-5-20251001,claude-haiku-4-5-20251001,,0,False,False,1788382617.9285939,25.6,5.7,,5,3,6417,1782,0,49453,39783,0,0,0,1813,3,,49453,0,M-R2-lean,True,0,True,0.07714325,3,0,True,,1.0,1.0,1.0,1.0,100,100,0,0,0,,True,144,False,,36771,0.9243,36584,0.9196,1,2
M-R2,M1@50,3,2,50,lean,claude-haiku-4-5-20251001,claude-haiku-4-5-20251001,,0,False,False,1788382643.5246642,25.7,10.1,,6,4,6422,1919,0,19727,8661,0,0,0,1813,3,,6860,12867,M-R2-lean,True,0,True,0.04067575,4,0,True,,1.0,1.0,1.0,1.0,100,100,0,0,0,,True,144,False,,6148,0.7099,3062,0.3535,1,3
M-R2,M2@1,1,2,1,lean,claude-haiku-4-5-20251001,claude-haiku-4-5-20251001,,0,False,False,1788382669.220421,10.6,5.2,,5,6,8533,759,0,6629,3853,0,0,0,1621,3,,6629,0,M-R2-lean,True,0,True,0.02061425,6,0,True,,0.8333,0.8333,0.8333,,6,5,0,0,0,,True,3,False,"failed checks: verdict:Kai Gallego | metric is correctness, not F1 over a set",3671,0.9528,3655,0.9486,2,1
M-R2,M2@1,2,2,1,lean,claude-haiku-4-5-20251001,claude-haiku-4-5-20251001,,0,False,False,1788382679.8481169,10.7,5.8,,5,6,8532,780,0,6623,3850,0,0,0,1621,3,,6623,0,M-R2-lean,True,0,True,0.02071075,6,0,True,,0.8333,0.8333,0.8333,,6,5,0,0,0,,True,3,False,"failed checks: verdict:Kai Gallego | metric is correctness, not F1 over a set",3668,0.9528,3652,0.9486,2,1
M-R2,M2@1,3,2,1,lean,claude-haiku-4-5-20251001,claude-haiku-4-5-20251001,,0,False,False,1788382690.5739038,16.1,7.2,,6,7,12012,848,0,6936,4022,0,0,0,1621,3,,6936,0,M-R2-lean,True,0,True,0.024922,7,0,True,,0.8333,0.8333,0.8333,,6,5,0,0,0,,True,3,False,"failed checks: verdict:Kai Gallego | metric is correctness, not F1 over a set",3860,0.9597,3673,0.9133,2,2
M-R2,M3@20,1,2,20,lean,claude-haiku-4-5-20251001,claude-haiku-4-5-20251001,,0,False,False,1788382784.535419,30.7,17.3,,11,9,2030,3313,0,285182,50030,0,0,0,1699,3,,20740,264442,M-R2-lean,True,0,True,0.37507250000000003,9,0,True,,1.0,1.0,1.0,1.0,20,9,0,0,0,,True,20,False,,47183,0.9431,44747,0.8944,1,3
M-R2,M3@20,2,2,20,lean,claude-haiku-4-5-20251001,claude-haiku-4-5-20251001,,0,False,False,1788382815.271253,30.6,12.1,,7,5,2010,3422,0,225590,66128,0,0,0,1699,3,,20740,204850,M-R2-lean,True,0,True,0.30110750000000003,5,0,True,,0.9474,0.9,1.0,1.0,20,9,0,0,0,,True,20,False,,60871,0.9205,60758,0.9188,1,2
M-R2,M3@20,3,2,20,lean,claude-haiku-4-5-20251001,claude-haiku-4-5-20251001,,0,False,False,1788382845.893064,35.6,17.4,,11,9,2030,4101,0,419647,68298,0,0,0,1699,3,,20740,398907,M-R2-lean,True,0,True,0.5470937499999999,9,0,True,,1.0,1.0,1.0,1.0,20,9,0,0,0,,True,20,False,,64241,0.9406,62657,0.9174,1,3
M-R2,M3@5,1,2,5,lean,claude-haiku-4-5-20251001,claude-haiku-4-5-20251001,,0,False,False,1788382706.663106,20.6,10.0,,7,18,1860,2111,0,67646,18318,0,0,0,1624,3,,6563,61083,M-R2-lean,True,0,True,0.09697249999999999,18,0,True,,1.0,1.0,1.0,1.0,5,2,0,0,0,,True,5,False,,16968,0.9263,16853,0.92,2,2
M-R2,M3@5,2,2,5,lean,claude-haiku-4-5-20251001,claude-haiku-4-5-20251001,,0,False,False,1788382727.3108852,31.1,20.2,,10,21,1875,2554,0,119008,20467,0,0,0,1624,3,,6563,112445,M-R2-lean,True,0,True,0.163405,21,0,True,,1.0,1.0,1.0,1.0,5,2,0,0,0,,True,5,False,,18733,0.9153,17088,0.8349,2,3
M-R2,M3@5,3,2,5,lean,claude-haiku-4-5-20251001,claude-haiku-4-5-20251001,,0,False,False,1788382758.449515,26.1,14.0,,7,18,1860,2108,0,67647,18321,0,0,0,1624,3,,6563,61084,M-R2-lean,True,0,True,0.09695875000000001,18,0,True,,1.0,1.0,1.0,1.0,5,2,0,0,0,,True,5,False,,16971,0.9263,16855,0.92,2,2
M-R2,M3@50,1,2,50,lean,claude-haiku-4-5-20251001,claude-haiku-4-5-20251001,,0,False,False,1788382881.4745889,90.7,85.9,,18,15,2360,9547,0,1272606,245114,0,0,7,1849,3,,48609,1223997,M-R2-lean,True,7,True,1.6408525,14,1,False,1 of 15 tool call(s) have no recorded result — tool payload figures are a LOWER BOUND for this run,0.5246,0.4211,0.6957,1.0,50,16,0,0,0,,True,50,False,,239011,0.9751,235898,0.9624,1,3
M-R2,M3@50,2,2,50,lean,claude-haiku-4-5-20251001,claude-haiku-4-5-20251001,,0,False,False,1788382972.219446,50.7,27.2,,10,8,2325,4041,0,857128,156241,0,0,0,1849,3,,48609,808519,M-R2-lean,True,0,True,1.09394,8,0,True,,0.6176,0.4667,0.913,1.0,50,21,0,0,0,,True,50,False,,147070,0.9413,145538,0.9315,1,3
M-R2,M3@50,3,2,50,lean,claude-haiku-4-5-20251001,claude-haiku-4-5-20251001,,0,False,False,1788383022.983208,75.8,36.6,,12,10,2335,6422,0,989984,157112,0,0,0,1849,3,,48609,941375,M-R2-lean,True,0,True,1.271925,10,0,True,,0.9388,0.8846,1.0,1.0,50,23,0,0,0,,True,50,False,,148785,0.947,147010,0.9357,1,3
