condition,task_id,rep,phase,n,profile,model,model_configured,toolsets,goose_exit,timed_out,budget_killed,started,duration_s,agent_active_s,stop_cause,proxy_n_inference_calls,proxy_n_tool_calls,proxy_input_tokens,proxy_output_tokens,proxy_cache_read_input_tokens,proxy_cache_creation_input_tokens,proxy_tool_result_tokens,aux_calls,aux_tokens,unparsed_calls,prefix_tokens,prefix_n_tools,prefix_note,first_call_cc,subsequent_cc,cell,payload_exact,http_errors,completed,cost_usd,tool_results_recorded,payload_loss,payload_complete,payload_note,answer_f1,answer_precision,answer_recall,answer_coverage,graded_items,correct_items,missing_keys,unparsed_values,tool_errors,tool_error_tools,answer_grounded,grounded_facts,needs_review,grade_notes,pass_through_tokens,pass_through_fraction,pass_through_tokens_ex_discovery,pass_through_fraction_ex_discovery,forced_serial_depth,discovery_depth
M-G3,M1@20,2,2,20,,claude-haiku-4-5-20251001,claude-haiku-4-5,,0,False,False,1788463830.254934,20.7,15.2,,12,10,24046,1569,0,9683,2195,0,0,0,1506,3,,4378,5305,M-G3,True,0,True,0.04399475,10,0,True,,1.0,1.0,1.0,1.0,40,40,0,0,0,,True,59,False,,1713,0.7804,49,0.0223,1,1
M-G3,M1@20,3,2,20,,claude-haiku-4-5-20251001,claude-haiku-4-5,,0,False,False,1788463850.944148,20.6,16.1,,14,12,24231,1665,0,20153,2877,0,0,0,1506,3,,4253,15900,M-G3,True,0,True,0.05774725,12,0,True,,1.0,1.0,1.0,1.0,40,40,0,0,0,,True,59,False,,2415,0.8395,25,0.0086,1,1
M-G3,M1@5,1,2,5,,claude-haiku-4-5-20251001,claude-haiku-4-5,,0,False,False,1788463767.693268,15.6,8.7,,8,6,17407,742,0,0,1375,0,0,0,1444,3,,0,0,M-G3,True,0,True,0.021117,6,0,True,,1.0,1.0,1.0,1.0,10,10,0,0,0,,True,15,False,,1261,0.9171,28,0.0201,1,1
M-G3,M1@5,2,2,5,,claude-haiku-4-5-20251001,claude-haiku-4-5,,0,False,False,1788463783.318893,15.6,9.4,,8,6,17395,739,0,0,1375,0,0,0,1444,3,,0,0,M-G3,True,0,True,0.02109,6,0,True,,1.0,1.0,1.0,1.0,10,10,0,0,0,,True,15,False,,1261,0.9171,28,0.0201,1,1
M-G3,M1@5,3,2,5,,claude-haiku-4-5-20251001,claude-haiku-4-5,,0,False,False,1788463798.943716,15.7,10.0,,8,6,17401,742,0,0,1375,0,0,0,1444,3,,0,0,M-G3,True,0,True,0.021111,6,0,True,,1.0,1.0,1.0,1.0,10,10,0,0,0,,True,15,False,,1261,0.9171,28,0.0201,1,1
M-G3,M1@50,1,2,50,,claude-haiku-4-5-20251001,claude-haiku-4-5,,0,False,False,1788463871.572819,25.8,14.1,,8,6,14874,2106,0,5623,2637,0,0,0,1631,3,,5623,0,M-G3,True,0,True,0.032432749999999996,6,0,True,,1.0,1.0,1.0,1.0,100,100,0,0,0,,True,144,False,,1342,0.5088,10,0.0039,1,1
M-G3,M1@50,2,2,50,,claude-haiku-4-5-20251001,claude-haiku-4-5,,0,False,False,1788463897.4038231,31.1,17.8,,10,8,17645,2233,0,10498,3070,0,0,0,1631,3,,4199,6299,M-G3,True,0,True,0.041932500000000004,8,0,True,,1.0,1.0,1.0,1.0,100,100,0,0,0,,True,144,False,,1819,0.5924,10,0.0032,1,1
M-G3,M1@50,3,2,50,,claude-haiku-4-5-20251001,claude-haiku-4-5,,0,False,False,1788463928.532491,21.0,8.4,,5,3,6796,1829,0,4915,2297,0,0,0,1631,3,,4915,0,M-G3,True,0,True,0.02208475,3,0,True,,1.0,1.0,1.0,1.0,100,100,0,0,0,,True,144,False,,966,0.4205,4,0.0017,1,1
M-G3,M2@1,1,2,1,,claude-haiku-4-5-20251001,claude-haiku-4-5,,0,False,False,1788463949.509343,30.7,22.4,,14,12,13562,1606,0,47539,3582,0,0,0,1439,3,,4606,42933,M-G3,True,0,True,0.08101575,12,0,True,,1.0,1.0,1.0,,6,6,0,0,0,,True,3,False,"metric is correctness, not F1 over a set",3532,0.9861,233,0.0651,1,1
M-G3,M2@1,2,2,1,,claude-haiku-4-5-20251001,claude-haiku-4-5,,0,False,False,1788463980.1766322,41.1,32.2,,17,15,13578,1995,0,90674,10099,0,0,0,1439,3,,4609,86065,M-G3,True,0,True,0.1368955,15,0,True,,0.0,0.0,0.0,,6,0,0,0,0,,,0,False,"failed checks: aircraftModel, name:Harper Ueda, verdict:Harper Ueda, name:Kai Gallego, verdict:Kai Gallego, overallVerdict | metric is correctness, not F1 over a set | the answer states no checkable fact",8777,0.8691,4468,0.4424,1,1
M-G3,M2@1,3,2,1,,claude-haiku-4-5-20251001,claude-haiku-4-5,,0,False,False,1788464021.338054,25.6,15.9,,10,8,13541,1172,0,31846,12753,0,0,0,1439,3,,4606,27240,M-G3,True,0,True,0.0592085,8,0,True,,1.0,1.0,1.0,,6,6,0,0,0,,True,3,False,"metric is correctness, not F1 over a set",11513,0.9028,8126,0.6372,1,1
M-G3,M3@20,1,2,20,,claude-haiku-4-5-20251001,claude-haiku-4-5,,0,False,False,1788464109.100217,36.2,21.8,,13,11,14466,3235,0,59163,10491,0,0,0,1517,3,,5014,54149,M-G3,True,0,True,0.10459475,11,0,True,,0.9474,0.9,1.0,1.0,20,9,0,0,0,,True,20,False,,8405,0.8012,3485,0.3322,1,1
M-G3,M3@20,2,2,20,,claude-haiku-4-5-20251001,claude-haiku-4-5,,0,False,False,1788464145.305172,25.7,10.3,,8,6,7085,2139,0,24845,6694,0,0,0,1517,3,,4107,20738,M-G3,True,0,True,0.04883625,6,0,True,,1.0,1.0,1.0,1.0,20,9,0,0,0,,True,20,False,,5399,0.8066,1558,0.2327,1,1
M-G3,M3@20,3,2,20,,claude-haiku-4-5-20251001,claude-haiku-4-5,,0,False,False,1788464170.9984572,25.6,12.3,,11,9,18557,2093,0,29446,7257,0,0,0,1517,3,,5293,24153,M-G3,True,0,True,0.0658295,9,0,True,,0.9474,0.9,1.0,1.0,20,9,0,0,0,,True,20,False,,5986,0.8248,1306,0.1799,1,1
M-G3,M3@5,1,2,5,,claude-haiku-4-5-20251001,claude-haiku-4-5,,0,False,False,1788464047.0132952,20.7,11.6,,10,8,14011,1312,0,25038,4597,0,0,0,1442,3,,4956,20082,M-G3,True,0,True,0.0518685,8,0,True,,1.0,1.0,1.0,1.0,5,2,0,0,0,,True,5,False,,4328,0.9415,408,0.0888,1,1
M-G3,M3@5,2,2,5,,claude-haiku-4-5-20251001,claude-haiku-4-5,,0,False,False,1788464067.70919,20.6,14.3,,10,8,10815,1484,0,30336,4470,0,0,0,1442,3,,4744,25592,M-G3,True,0,True,0.056155000000000004,8,0,True,,1.0,1.0,1.0,1.0,5,2,0,0,0,,True,5,False,,4200,0.9396,444,0.0994,1,1
M-G3,M3@5,3,2,5,,claude-haiku-4-5-20251001,claude-haiku-4-5,,0,False,False,1788464088.372732,20.7,13.9,,12,10,14020,1630,0,34289,4204,0,0,0,1442,3,,4394,29895,M-G3,True,0,True,0.06503125,10,0,True,,1.0,1.0,1.0,1.0,5,2,0,0,0,,True,5,False,,3885,0.9242,1322,0.3144,1,1
M-G3,M3@50,1,2,50,,claude-haiku-4-5-20251001,claude-haiku-4-5,,0,False,False,1788464196.627179,31.0,9.8,,8,6,7685,4272,0,31905,12218,0,0,0,1667,3,,4257,27648,M-G3,True,0,True,0.06892625,6,0,True,,1.0,1.0,1.0,1.0,50,23,0,0,0,,True,50,False,,8625,0.7059,4300,0.3519,1,1
M-G3,M3@50,2,2,50,,claude-haiku-4-5-20251001,claude-haiku-4-5,,0,False,False,1788464227.680964,35.7,13.0,,8,6,7681,4085,0,30664,11002,0,0,0,1667,3,,4260,26404,M-G3,True,0,True,0.066436,6,0,True,,1.0,1.0,1.0,1.0,50,23,0,0,0,,True,50,False,,7660,0.6962,3281,0.2982,1,1
M-G3,M3@50,3,2,50,,claude-haiku-4-5-20251001,claude-haiku-4-5,,0,False,False,1788464263.396445,30.7,12.1,,8,6,7681,4020,0,32011,12252,0,0,0,1667,3,,4260,27751,M-G3,True,0,True,0.06779475,6,0,True,,1.0,1.0,1.0,1.0,50,23,0,0,0,,True,50,False,,8219,0.6708,3840,0.3134,1,1
M-G3,M4@20,1,2,20,,claude-haiku-4-5-20251001,claude-haiku-4-5,,0,False,False,1788464294.094896,20.7,14.1,,11,10,16364,942,0,22981,4025,0,0,0,1404,3,,4383,18598,M-G3,True,0,True,0.04980025,10,0,True,,1.0,1.0,1.0,,1,1,0,0,0,,True,1,False,,4005,0.9951,439,0.1091,1,1
M-G3,M4@20,2,2,20,,claude-haiku-4-5-20251001,claude-haiku-4-5,,0,False,False,1788464314.796797,25.8,21.6,,20,19,12679,1778,0,86586,4401,0,0,0,1404,3,,4114,82472,M-G3,True,0,True,0.1298015,19,0,True,,1.0,1.0,1.0,,1,1,0,0,0,,True,1,False,,4372,0.9935,779,0.177,1,1
M-G3,M4@20,3,2,20,,claude-haiku-4-5-20251001,claude-haiku-4-5,,0,False,False,1788464340.583502,25.7,18.5,,14,13,23866,1303,0,25215,3210,0,0,0,1404,3,,4257,20958,M-G3,True,0,True,0.061899749999999996,13,0,True,,1.0,1.0,1.0,,1,1,0,0,0,,True,1,False,,3182,0.9914,898,0.2797,1,1
M-G3,M4@50,1,2,50,,claude-haiku-4-5-20251001,claude-haiku-4-5,,0,False,False,1788464366.3307378,26.1,18.1,,17,16,12643,1567,0,72644,5909,0,0,0,1404,3,,4449,68195,M-G3,True,0,True,0.11128299999999999,16,0,True,,1.0,1.0,1.0,,3,3,0,0,0,,True,3,False,,5786,0.9792,1682,0.2846,1,1
M-G3,M4@50,2,2,50,,claude-haiku-4-5-20251001,claude-haiku-4-5,,0,False,False,1788464392.394836,25.7,21.3,,17,16,20077,1636,0,56976,4945,0,0,0,1404,3,,5059,51917,M-G3,True,0,True,0.09947700000000001,16,0,True,,1.0,1.0,1.0,,3,3,0,0,0,,True,3,False,,4885,0.9878,979,0.198,1,1
M-G3,M4@50,3,2,50,,claude-haiku-4-5-20251001,claude-haiku-4-5,,0,False,False,1788464418.086837,30.7,27.4,,22,21,17585,2007,0,91559,4898,0,0,0,1404,3,,4297,87262,M-G3,True,0,True,0.14206875,21,0,True,,1.0,1.0,1.0,,3,3,0,0,0,,True,3,False,,4764,0.9727,1506,0.3074,1,1
M-R1,M1@1,1,2,1,fat,claude-haiku-4-5-20251001,claude-haiku-4-5-20251001,,0,False,False,1788377819.21496,5.6,1.4,,3,1,4014,118,0,4942,867,0,0,0,3813,9,,4942,0,M-R1-fat,True,0,True,0.0107815,1,0,True,,1.0,1.0,1.0,1.0,2,2,0,0,0,,True,3,False,,818,0.9434,818,0.9434,1,1
M-R1,M1@1,2,2,1,fat,claude-haiku-4-5-20251001,claude-haiku-4-5-20251001,,0,False,False,1788377824.8390841,5.6,1.4,,3,1,4014,118,0,4942,867,0,0,0,3813,9,,4942,0,M-R1-fat,True,0,True,0.0107815,1,0,True,,1.0,1.0,1.0,1.0,2,2,0,0,0,,True,3,False,,818,0.9434,818,0.9434,1,1
M-R1,M1@1,3,2,1,fat,claude-haiku-4-5-20251001,claude-haiku-4-5-20251001,,0,False,False,1788377830.4679308,5.6,1.6,,3,1,4014,118,0,4942,867,0,0,0,3813,9,,4942,0,M-R1-fat,True,0,True,0.0107815,1,0,True,,1.0,1.0,1.0,1.0,2,2,0,0,0,,True,3,False,,818,0.9434,818,0.9434,1,1
M-R1,M1@20,1,2,20,fat,claude-haiku-4-5-20251001,claude-haiku-4-5-20251001,,0,False,False,1788377852.942176,10.7,2.3,,3,1,4172,763,0,22870,15832,0,0,0,3892,9,,22870,0,M-R1-fat,True,0,True,0.036574499999999996,1,0,True,,1.0,1.0,1.0,1.0,40,40,0,0,0,,True,59,False,,14637,0.9245,14637,0.9245,1,1
M-R1,M1@20,2,2,20,fat,claude-haiku-4-5-20251001,claude-haiku-4-5-20251001,,0,False,False,1788377863.619045,10.7,2.1,,3,1,4172,764,0,22870,15832,0,0,0,3892,9,,22870,0,M-R1-fat,True,0,True,0.0365795,1,0,True,,1.0,1.0,1.0,1.0,40,40,0,0,0,,True,59,False,,14637,0.9245,14637,0.9245,1,1
M-R1,M1@20,3,2,20,fat,claude-haiku-4-5-20251001,claude-haiku-4-5-20251001,,0,False,False,1788377874.294427,10.7,1.7,,3,1,4172,773,0,22870,15832,0,0,0,3892,9,,22870,0,M-R1-fat,True,0,True,0.0366245,1,0,True,,1.0,1.0,1.0,1.0,40,40,0,0,0,,True,59,False,,14637,0.9245,14637,0.9245,1,1
M-R1,M1@5,1,2,5,fat,claude-haiku-4-5-20251001,claude-haiku-4-5-20251001,,0,False,False,1788377836.081033,5.6,1.5,,3,1,4048,238,0,8697,4007,0,0,0,3830,9,,8697,0,M-R1-fat,True,0,True,0.016109250000000002,1,0,True,,1.0,1.0,1.0,1.0,10,10,0,0,0,,True,15,False,,3720,0.9285,3720,0.9285,1,1
M-R1,M1@5,2,2,5,fat,claude-haiku-4-5-20251001,claude-haiku-4-5-20251001,,0,False,False,1788377841.683554,5.6,1.5,,3,1,4048,238,0,8697,4007,0,0,0,3830,9,,8697,0,M-R1-fat,True,0,True,0.016109250000000002,1,0,True,,1.0,1.0,1.0,1.0,10,10,0,0,0,,True,15,False,,3720,0.9285,3720,0.9285,1,1
M-R1,M1@5,3,2,5,fat,claude-haiku-4-5-20251001,claude-haiku-4-5-20251001,,0,False,False,1788377847.281107,5.7,1.6,,3,1,4048,238,0,8697,4007,0,0,0,3830,9,,8697,0,M-R1-fat,True,0,True,0.016109250000000002,1,0,True,,1.0,1.0,1.0,1.0,10,10,0,0,0,,True,15,False,,3720,0.9285,3720,0.9285,1,1
M-R1,M1@50,1,2,50,fat,claude-haiku-4-5-20251001,claude-haiku-4-5-20251001,,0,False,False,1788377884.9978628,20.7,2.4,,3,1,4422,2011,0,51266,39605,0,0,0,4017,9,,51266,0,M-R1-fat,True,0,True,0.0785595,1,0,True,,1.0,1.0,1.0,1.0,100,100,0,0,0,,True,144,False,,36603,0.9242,36603,0.9242,1,1
M-R1,M1@50,2,2,50,fat,claude-haiku-4-5-20251001,claude-haiku-4-5-20251001,,0,False,False,1788377905.704971,25.6,2.1,,3,1,4422,1988,0,51219,39590,0,0,0,4017,9,,51219,0,M-R1-fat,True,0,True,0.07838575,1,0,True,,1.0,1.0,1.0,1.0,100,100,0,0,0,,True,144,False,,36589,0.9242,36589,0.9242,1,1
M-R1,M1@50,3,2,50,fat,claude-haiku-4-5-20251001,claude-haiku-4-5-20251001,,0,False,False,1788377931.334156,20.7,3.1,,3,1,4422,2011,0,51266,39605,0,0,0,4017,9,,51266,0,M-R1-fat,True,0,True,0.0785595,1,0,True,,1.0,1.0,1.0,1.0,100,100,0,0,0,,True,144,False,,36603,0.9242,36603,0.9242,1,1
M-R1,M2@1,1,2,1,fat,claude-haiku-4-5-20251001,claude-haiku-4-5-20251001,,0,False,False,1788377952.013216,10.6,5.6,,6,5,4053,668,0,25524,3537,0,0,0,3825,9,,4983,20541,M-R1-fat,True,0,True,0.039298,5,0,True,,0.8333,0.8333,0.8333,,6,5,0,0,0,,True,3,False,"failed checks: verdict:Kai Gallego | metric is correctness, not F1 over a set",3370,0.9527,3370,0.9527,2,1
M-R1,M2@1,2,2,1,fat,claude-haiku-4-5-20251001,claude-haiku-4-5-20251001,,0,False,False,1788377962.634331,10.7,4.5,,4,5,4043,712,0,13891,3537,0,0,0,3825,9,,5532,8359,M-R1-fat,True,0,True,0.02496675,5,0,True,,0.8333,0.8333,0.8333,,6,5,0,0,0,,True,3,False,"failed checks: verdict:Kai Gallego | metric is correctness, not F1 over a set",3354,0.9484,3354,0.9484,2,1
M-R1,M2@1,3,2,1,fat,claude-haiku-4-5-20251001,claude-haiku-4-5-20251001,,0,False,False,1788377973.3095639,10.6,3.8,,4,5,4043,610,0,13830,3537,0,0,0,3825,9,,5532,8298,M-R1-fat,True,0,True,0.0243805,5,0,True,,0.8333,0.8333,0.8333,,6,5,0,0,0,,True,3,False,"failed checks: verdict:Kai Gallego | metric is correctness, not F1 over a set",3379,0.9552,3379,0.9552,2,1
M-R1,M3@20,1,2,20,fat,claude-haiku-4-5-20251001,claude-haiku-4-5-20251001,,0,False,False,1788378035.856837,25.6,8.9,,5,4,4204,2944,0,143375,59927,0,0,0,3903,9,,22937,120438,M-R1-fat,True,0,True,0.19814275,4,0,True,,0.9474,0.9,1.0,1.0,20,9,0,0,0,,True,20,False,,55480,0.9258,55480,0.9258,3,1
M-R1,M3@20,2,2,20,fat,claude-haiku-4-5-20251001,claude-haiku-4-5-20251001,,0,False,False,1788378061.484121,35.6,10.7,,5,4,4204,3000,0,143382,59928,0,0,0,3903,9,,22937,120445,M-R1-fat,True,0,True,0.1984315,4,0,True,,0.9474,0.9,1.0,1.0,20,9,0,0,0,,True,20,False,,53785,0.8975,53785,0.8975,3,1
M-R1,M3@20,3,2,20,fat,claude-haiku-4-5-20251001,claude-haiku-4-5-20251001,,0,False,False,1788378097.1271281,45.6,19.1,,6,23,4209,4290,0,193545,61882,0,0,0,3903,9,,22938,170607,M-R1-fat,True,0,True,0.26759025,23,0,True,,1.0,1.0,1.0,1.0,20,9,0,0,0,,True,20,False,,55681,0.8998,55681,0.8998,2,1
M-R1,M3@5,1,2,5,fat,claude-haiku-4-5-20251001,claude-haiku-4-5-20251001,,0,False,False,1788377983.916003,20.6,12.5,,6,25,4059,2538,0,66169,17542,0,0,0,3828,9,,9503,56666,M-R1-fat,True,0,True,0.09946025,25,0,True,,1.0,1.0,1.0,1.0,5,2,0,0,0,,True,5,False,,15993,0.9117,15993,0.9117,2,1
M-R1,M3@5,2,2,5,fat,claude-haiku-4-5-20251001,claude-haiku-4-5-20251001,,0,False,False,1788378004.542749,15.6,9.2,,5,25,4054,2007,0,51887,17530,0,0,0,3828,9,,9503,42384,M-R1-fat,True,0,True,0.07894775000000001,25,0,True,,0.8,0.6667,1.0,1.0,5,2,0,0,0,,True,5,False,,16576,0.9456,16576,0.9456,3,1
M-R1,M3@5,3,2,5,fat,claude-haiku-4-5-20251001,claude-haiku-4-5-20251001,,0,False,False,1788378020.181236,15.7,8.0,,5,25,4054,2048,0,51735,17537,0,0,0,3828,9,,9498,42237,M-R1-fat,True,0,True,0.07896275,25,0,True,,1.0,1.0,1.0,1.0,5,2,0,0,0,,True,5,False,,16511,0.9415,16511,0.9415,3,1
M-R1,M3@50,1,2,50,fat,claude-haiku-4-5-20251001,claude-haiku-4-5-20251001,,0,False,False,1788378142.777055,45.6,14.6,,6,4,4509,5348,0,415784,139506,0,0,0,4053,9,,51358,364426,M-R1-fat,True,0,True,0.550979,4,0,True,,0.9787,0.9583,1.0,1.0,50,23,0,0,0,,True,50,False,,130773,0.9374,130773,0.9374,2,1
M-R1,M3@50,2,2,50,fat,claude-haiku-4-5-20251001,claude-haiku-4-5-20251001,,0,False,False,1788378188.416802,40.6,14.4,,6,4,4509,5372,0,415882,139507,0,0,0,4053,9,,51369,364513,M-R1-fat,True,0,True,0.5512215,4,0,True,,1.0,1.0,1.0,1.0,50,23,0,0,0,,True,50,False,,130593,0.9361,130593,0.9361,2,1
M-R1,M3@50,3,2,50,fat,claude-haiku-4-5-20251001,claude-haiku-4-5-20251001,,0,False,False,1788378229.060362,55.8,19.7,,6,4,4509,4957,0,415882,139507,0,0,0,4053,9,,51369,364513,M-R1-fat,True,0,True,0.5491465000000001,4,0,True,,0.9362,0.9167,0.9565,1.0,50,22,0,0,0,,True,50,False,,131667,0.9438,131667,0.9438,2,1
M-R1,M4@103,1,2,103,fat,claude-haiku-4-5-20251001,claude-haiku-4-5-20251001,,0,False,False,1788372716.3565938,60.8,54.6,turn cap (25),26,56,8109,4234,0,387353,14485,0,0,0,,,recorded by a proxy predating n_tools — prefix unmeasurable,4229,383124,M-R1-fat,True,0,False,0.51347025,55,1,False,1 of 56 tool call(s) have no recorded result — tool payload figures are a LOWER BOUND for this run,0.0,0.0,0.0,,8,0,8,0,0,,,0,False,the answer states no checkable fact,14485,1.0,14485,1.0,2,1
M-R1,M4@20,1,2,20,fat,claude-haiku-4-5-20251001,claude-haiku-4-5-20251001,,0,False,False,1788378284.891789,10.7,6.1,,4,20,3973,1118,0,50984,19655,0,0,0,3790,9,,22746,28238,M-R1-fat,True,0,True,0.073293,20,0,True,,1.0,1.0,1.0,,1,1,0,0,0,,True,1,False,,19069,0.9702,19069,0.9702,2,1
M-R1,M4@20,2,2,20,fat,claude-haiku-4-5-20251001,claude-haiku-4-5-20251001,,0,False,False,1788378295.569097,10.7,5.6,,4,20,3973,1119,0,50974,19645,0,0,0,3790,9,,22746,28228,M-R1-fat,True,0,True,0.0732855,20,0,True,,1.0,1.0,1.0,,1,1,0,0,0,,True,1,False,,19060,0.9702,19060,0.9702,2,1
M-R1,M4@20,3,2,20,fat,claude-haiku-4-5-20251001,claude-haiku-4-5-20251001,,0,False,False,1788378306.272222,10.6,5.7,,4,20,3973,1118,0,50984,19655,0,0,0,3790,9,,22746,28238,M-R1-fat,True,0,True,0.073293,20,0,True,,1.0,1.0,1.0,,1,1,0,0,0,,True,1,False,,19069,0.9702,19069,0.9702,2,1
M-R1,M4@50,1,2,50,fat,claude-haiku-4-5-20251001,claude-haiku-4-5-20251001,,0,False,False,1788378316.905956,20.6,12.0,,4,46,3973,2377,0,114076,48236,0,0,0,3790,9,,50574,63502,M-R1-fat,True,0,True,0.158453,46,0,True,,0.8,1.0,0.6667,,3,2,1,0,0,,True,2,False,,46755,0.9693,46755,0.9693,2,1
M-R1,M4@50,2,2,50,fat,claude-haiku-4-5-20251001,claude-haiku-4-5-20251001,,0,False,False,1788378337.564648,25.6,18.0,,4,46,3973,2426,0,114083,48243,0,0,0,3790,9,,50574,63509,M-R1-fat,True,0,True,0.15870675,46,0,True,,0.6667,0.6667,0.6667,,3,2,1,0,0,,True,3,False,,46651,0.967,46651,0.967,2,1
M-R1,M4@50,3,2,50,fat,claude-haiku-4-5-20251001,claude-haiku-4-5-20251001,,0,False,False,1788378363.2011058,21.1,10.9,,4,46,3973,2502,0,114084,48244,0,0,0,3790,9,,50574,63510,M-R1-fat,True,0,True,0.159088,46,0,True,,0.8571,0.75,1.0,,3,3,0,0,0,,True,4,False,,46589,0.9657,46589,0.9657,2,1
M-R1,M1@1,1,2,1,lean,claude-haiku-4-5-20251001,claude-haiku-4-5-20251001,,0,False,False,1788382491.392659,5.6,1.4,,3,1,4014,118,0,4941,866,0,0,0,3813,9,,4941,0,M-R1-lean,True,0,True,0.010780250000000002,1,0,True,,1.0,1.0,1.0,1.0,2,2,0,0,0,,True,3,False,,817,0.9434,817,0.9434,1,1
M-R1,M1@1,2,2,1,lean,claude-haiku-4-5-20251001,claude-haiku-4-5-20251001,,0,False,False,1788382497.0269709,5.6,1.8,,3,1,4014,120,0,4941,866,0,0,0,3813,9,,4941,0,M-R1-lean,True,0,True,0.010790250000000001,1,0,True,,1.0,1.0,1.0,1.0,2,2,0,0,0,,True,3,False,,817,0.9434,817,0.9434,1,1
M-R1,M1@1,3,2,1,lean,claude-haiku-4-5-20251001,claude-haiku-4-5-20251001,,0,False,False,1788382502.6811159,5.6,1.1,,3,1,4014,118,0,4941,866,0,0,0,3813,9,,4941,0,M-R1-lean,True,0,True,0.010780250000000002,1,0,True,,1.0,1.0,1.0,1.0,2,2,0,0,0,,True,3,False,,817,0.9434,817,0.9434,1,1
M-R1,M1@20,1,2,20,lean,claude-haiku-4-5-20251001,claude-haiku-4-5-20251001,,0,False,False,1788382525.325865,10.6,2.4,,3,1,4172,730,0,6427,1979,0,0,0,3892,9,,6427,0,M-R1-lean,True,0,True,0.015855750000000002,1,0,True,,1.0,1.0,1.0,1.0,40,40,0,0,0,,True,59,False,,1107,0.5592,1107,0.5592,1,1
M-R1,M1@20,2,2,20,lean,claude-haiku-4-5-20251001,claude-haiku-4-5-20251001,,0,False,False,1788382535.97934,10.7,2.2,,3,1,4172,730,0,6427,1979,0,0,0,3892,9,,6427,0,M-R1-lean,True,0,True,0.015855750000000002,1,0,True,,1.0,1.0,1.0,1.0,40,40,0,0,0,,True,59,False,,1107,0.5592,1107,0.5592,1,1
M-R1,M1@20,3,2,20,lean,claude-haiku-4-5-20251001,claude-haiku-4-5-20251001,,0,False,False,1788382546.672811,10.6,2.2,,3,1,4172,731,0,6427,1979,0,0,0,3892,9,,6427,0,M-R1-lean,True,0,True,0.01586075,1,0,True,,1.0,1.0,1.0,1.0,40,40,0,0,0,,True,59,False,,1107,0.5592,1107,0.5592,1,1
M-R1,M1@5,1,2,5,lean,claude-haiku-4-5-20251001,claude-haiku-4-5-20251001,,0,False,False,1788382508.3596091,5.6,1.4,,3,1,4048,238,0,8697,4007,0,0,0,3830,9,,8697,0,M-R1-lean,True,0,True,0.016109250000000002,1,0,True,,1.0,1.0,1.0,1.0,10,10,0,0,0,,True,15,False,,3720,0.9285,3720,0.9285,1,1
M-R1,M1@5,2,2,5,lean,claude-haiku-4-5-20251001,claude-haiku-4-5-20251001,,0,False,False,1788382514.003307,5.6,1.3,,3,1,4048,238,0,8697,4007,0,0,0,3830,9,,8697,0,M-R1-lean,True,0,True,0.016109250000000002,1,0,True,,1.0,1.0,1.0,1.0,10,10,0,0,0,,True,15,False,,3720,0.9285,3720,0.9285,1,1
M-R1,M1@5,3,2,5,lean,claude-haiku-4-5-20251001,claude-haiku-4-5-20251001,,0,False,False,1788382519.6282969,5.7,1.8,,3,1,4048,274,0,4647,570,0,0,0,3830,9,,4647,0,M-R1-lean,True,0,True,0.01122675,1,0,True,,1.0,1.0,1.0,1.0,10,10,0,0,0,,True,15,False,,351,0.6155,351,0.6155,1,1
M-R1,M1@50,1,2,50,lean,claude-haiku-4-5-20251001,claude-haiku-4-5-20251001,,0,False,False,1788382557.31661,15.6,3.2,,3,1,4422,1617,0,10003,4817,0,0,0,4017,9,,10003,0,M-R1-lean,True,0,True,0.025010749999999998,1,0,True,,1.0,1.0,1.0,1.0,100,100,0,0,0,,True,144,False,,2652,0.5506,2652,0.5506,1,1
M-R1,M1@50,2,2,50,lean,claude-haiku-4-5-20251001,claude-haiku-4-5-20251001,,0,False,False,1788382572.963658,21.0,2.2,,3,1,4422,1660,0,10003,4817,0,0,0,4017,9,,10003,0,M-R1-lean,True,0,True,0.025225749999999998,1,0,True,,1.0,1.0,1.0,1.0,100,100,0,0,0,,True,144,False,,2652,0.5506,2652,0.5506,1,1
M-R1,M1@50,3,2,50,lean,claude-haiku-4-5-20251001,claude-haiku-4-5-20251001,,0,False,False,1788382594.018881,15.7,2.2,,3,1,4422,1617,0,10003,4817,0,0,0,4017,9,,10003,0,M-R1-lean,True,0,True,0.025010749999999998,1,0,True,,1.0,1.0,1.0,1.0,100,100,0,0,0,,True,144,False,,2652,0.5506,2652,0.5506,1,1
M-R1,M2@1,1,2,1,lean,claude-haiku-4-5-20251001,claude-haiku-4-5-20251001,,0,False,False,1788382609.70383,10.7,3.2,,4,5,4043,626,0,13830,3536,0,0,0,3825,9,,5531,8299,M-R1-lean,True,0,True,0.0244605,5,0,True,,0.8333,0.8333,0.8333,,6,5,0,0,0,,True,3,False,"failed checks: verdict:Kai Gallego | metric is correctness, not F1 over a set",3354,0.9484,3354,0.9484,2,1
M-R1,M2@1,2,2,1,lean,claude-haiku-4-5-20251001,claude-haiku-4-5-20251001,,0,False,False,1788382620.372403,10.7,3.9,,4,5,4043,563,0,12482,2324,0,0,0,3825,9,,5531,6951,M-R1-lean,True,0,True,0.0224605,5,0,True,,1.0,1.0,1.0,,6,6,0,0,0,,True,3,False,"metric is correctness, not F1 over a set",2197,0.9455,2197,0.9455,2,1
